User Id 	UBA id	GCA id
U_77253	UBA7522	GCA_002476865.1
U_77254	UBA589	GCA_002509245.1
U_77263	UBA7528	GCA_002479375.1
U_77271	UBA7536	GCA_002478185.1
U_77274	UBA7538	GCA_002479285.1
U_77276	UBA7539	GCA_002479255.1
U_77277	UBA7540	GCA_002478145.1
U_77287	UBA7546	GCA_002476765.1
U_77290	UBA7549	GCA_002479165.1
U_77295	UBA7554	GCA_002478085.1
U_77303	UBA7562	GCA_002477995.1
U_77306	UBA7565	GCA_002479065.1
U_77307	UBA7566	GCA_002476645.1
U_77309	UBA12277	GCA_003543705.1
U_77310	UBA7568	GCA_002479075.1
U_77315	UBA7573	GCA_002477905.1
U_77318	UBA12279	GCA_003543735.1
U_77323	UBA12281	GCA_003486245.1
U_77326	UBA7579	GCA_002477865.1
U_77330	UBA7583	GCA_002479025.1
U_77335	UBA12283	GCA_003488115.1
U_77340	UBA7590	GCA_002478955.1
U_77343	UBA7593	GCA_002490305.1
U_77346	UBA7596	GCA_002476465.1
U_77350	UBA7599	GCA_002477755.1
U_77351	UBA7600	GCA_002478885.1
U_77354	UBA12289	None
U_77357	UBA7603	GCA_002478865.1
U_77376	UBA7616	GCA_002484265.1
U_77378	UBA7618	GCA_002484215.1
U_77383	UBA12297	GCA_003484225.1
U_77386	UBA7623	GCA_002484105.1
U_77387	UBA7624	GCA_002484135.1
U_77389	UBA12299	None
U_77390	UBA7626	GCA_002484045.1
U_77406	UBA12303	GCA_003448745.1
U_77409	UBA12306	GCA_003448685.1
U_77413	UBA12310	GCA_003449955.1
U_77415	UBA7640	GCA_002483765.1
U_77432	UBA12314	GCA_003450015.1
U_77438	UBA12320	None
U_77440	UBA7652	GCA_002483545.1
U_77448	UBA7658	GCA_002483425.1
U_77449	UBA12323	None
U_77452	UBA12325	None
U_77455	UBA12328	None
U_77458	UBA7662	GCA_002483345.1
U_77459	UBA7663	GCA_002483315.1
U_77462	UBA7666	GCA_002483265.1
U_77465	UBA7669	GCA_002483225.1
U_77470	UBA7674	GCA_002483105.1
U_77472	UBA7676	GCA_002483055.1
U_77480	UBA7684	GCA_002482885.1
U_77482	UBA7686	GCA_002482865.1
U_77487	UBA7691	GCA_002482765.1
U_77502	UBA7698	GCA_002482615.1
U_77504	UBA7700	GCA_002482565.1
U_77506	UBA12337	None
U_77509	UBA7703	GCA_002482505.1
U_77512	UBA12339	GCA_003525525.1
U_77517	UBA12340	GCA_003534175.1
U_77519	UBA7710	GCA_002482385.1
U_77526	UBA7711	GCA_002482365.1
U_77530	UBA7714	GCA_002482305.1
U_77533	UBA7716	GCA_002482265.1
U_77534	UBA7717	GCA_002482245.1
U_77549	UBA7730	GCA_002481975.1
U_77550	UBA12352	None
U_77554	UBA7734	GCA_002481895.1
U_77557	UBA7737	GCA_002481845.1
U_77558	UBA7738	GCA_002481825.1
U_77562	UBA7742	GCA_002481745.1
U_77565	UBA7745	GCA_002481695.1
U_77566	UBA7746	GCA_002481665.1
U_77570	UBA7750	GCA_002481585.1
U_77572	UBA594	GCA_002509605.1
U_77574	UBA7753	GCA_002481545.1
U_77582	UBA12353	GCA_003538335.1
U_77583	UBA12354	GCA_003538315.1
U_77585	UBA12355	GCA_003539935.1
U_77588	UBA7764	GCA_002481295.1
U_77589	UBA7765	GCA_002481285.1
U_77597	UBA7773	GCA_002481145.1
U_77612	UBA7787	GCA_002480815.1
U_77614	UBA7788	GCA_002480845.1
U_77618	UBA12358	GCA_003539945.1
U_77625	UBA12360	GCA_003509705.1
U_77629	UBA7798	GCA_002480625.1
U_77644	UBA7811	GCA_002480375.1
U_77647	UBA7813	GCA_002480325.1
U_77648	UBA599	GCA_002497805.1
U_77650	UBA12363	None
U_77657	UBA600	GCA_002504565.1
U_77658	UBA601	GCA_002499265.1
U_77663	UBA7818	GCA_002480205.1
U_77668	UBA604	GCA_002504935.1
U_77670	UBA606	GCA_002502385.1
U_77673	UBA7821	GCA_002480165.1
U_77678	UBA12373	None
U_77680	UBA7825	GCA_002500425.1
U_77684	UBA12376	None
U_77686	UBA7827	GCA_002500395.1
U_77691	UBA7830	GCA_002501485.1
U_77695	UBA12380	GCA_003510185.1
U_77703	UBA7836	GCA_002500905.1
U_77706	UBA12384	GCA_003509585.1
U_77709	UBA12387	GCA_003509605.1
U_77712	UBA12390	GCA_003545005.1
U_77714	UBA12392	GCA_003518985.1
U_77719	UBA12397	GCA_003512045.1
U_77727	UBA12405	GCA_003542615.1
U_77737	UBA12415	None
U_77738	UBA12416	GCA_003520745.1
U_77742	UBA12420	GCA_003513965.1
U_77744	UBA12422	GCA_003512145.1
U_77751	UBA7842	GCA_002500825.1
U_77752	UBA7843	GCA_002500795.1
U_77756	UBA12426	GCA_003514005.1
U_77758	UBA12428	GCA_003514025.1
U_77764	UBA12434	GCA_003505535.1
U_77768	UBA12438	GCA_003511635.1
U_77771	UBA12441	GCA_003504315.1
U_77773	UBA12443	None
U_77777	UBA12447	GCA_003506435.1
U_77778	UBA12448	GCA_003446925.1
U_77785	UBA12455	GCA_003499645.1
U_77788	UBA12458	GCA_003500215.1
U_77792	UBA12462	None
U_77794	UBA12464	GCA_003489825.1
U_77797	UBA12467	GCA_003488785.1
U_77799	UBA12469	GCA_003488745.1
U_77800	UBA12470	GCA_003484725.1
U_77802	UBA12472	GCA_003484695.1
U_77804	UBA12474	GCA_003484685.1
U_77810	UBA12480	GCA_003477045.1
U_77812	UBA12482	GCA_003445795.1
U_77813	UBA12483	GCA_003513165.1
U_77815	UBA12485	GCA_003477265.1
U_77819	UBA12489	GCA_003477305.1
U_77822	UBA12492	None
U_77826	UBA12496	GCA_003453755.1
U_77827	UBA12497	GCA_003452895.1
U_77828	UBA12498	GCA_003453795.1
U_77830	UBA12500	None
U_77835	UBA12505	None
U_77836	UBA12506	GCA_003530195.1
U_77838	UBA12508	GCA_003530575.1
U_77845	UBA7849	GCA_002500265.1
U_77846	UBA7850	GCA_002501415.1
U_77847	UBA7851	GCA_002500765.1
U_77848	UBA7852	GCA_002500245.1
U_77849	UBA7853	GCA_002501405.1
U_77860	UBA7864	GCA_002501335.1
U_77862	UBA7866	GCA_002501325.1
U_77865	UBA7869	GCA_002501265.1
U_77874	UBA7872	GCA_002500075.1
U_77884	UBA12520	None
U_77885	UBA12521	GCA_003444245.1
U_77886	UBA12522	GCA_003444515.1
U_77894	UBA12530	GCA_003445465.1
U_77895	UBA12531	GCA_003446555.1
U_77897	UBA7873	GCA_002500705.1
U_77899	UBA12534	None
U_77901	UBA12536	None
U_77902	UBA7874	GCA_002500615.1
U_77903	UBA618	GCA_002505415.1
U_77906	UBA7875	GCA_002501245.1
U_77908	UBA12540	GCA_003510135.1
U_77910	UBA12542	GCA_003510095.1
U_77911	UBA12543	None
U_77912	UBA12544	GCA_003510725.1
U_77916	UBA12548	GCA_003510125.1
U_77919	UBA7877	GCA_002500055.1
U_77921	UBA12549	GCA_003509505.1
U_77924	UBA620	GCA_002497845.1
U_77927	UBA12554	None
U_77931	UBA12557	None
U_77935	UBA12561	GCA_003519945.1
U_77938	UBA7880	GCA_002501195.1
U_77939	UBA12563	GCA_003523025.1
U_77941	UBA622	GCA_002497545.1
U_77944	UBA7883	GCA_002500605.1
U_77947	UBA12566	None
U_77948	UBA7885	GCA_002501115.1
U_77949	UBA7886	GCA_002500585.1
U_77957	UBA12568	None
U_77963	UBA7894	GCA_002501045.1
U_77964	UBA12572	GCA_003542135.1
U_77966	UBA12574	GCA_003542115.1
U_77976	UBA7902	GCA_002494465.1
U_77977	UBA12577	GCA_003542095.1
U_65404	UBA7904	GCA_003455195.1
U_65410	UBA7905	None
U_65412	UBA632	GCA_002300045.1
U_65413	UBA633	GCA_002300025.1
U_65414	UBA634	GCA_002299705.1
U_65416	UBA635	GCA_002299345.1
U_65421	UBA639	GCA_002299975.1
U_65427	UBA644	GCA_002299265.1
U_65429	UBA7909	GCA_003456415.1
U_65435	UBA7915	GCA_003484925.1
U_65439	UBA7919	GCA_003485325.1
U_65442	UBA7922	GCA_003499705.1
U_65446	UBA7926	GCA_003446665.1
U_65456	UBA2	GCA_002502815.1
U_65461	UBA7938	GCA_003453495.1
U_65474	UBA7948	None
U_65480	UBA7952	GCA_003535335.1
U_65488	UBA7957	GCA_003511825.1
U_65491	UBA657	GCA_002299885.1
U_65495	UBA7959	None
U_65498	UBA661	GCA_002299465.1
U_65500	UBA7961	None
U_65506	UBA664	GCA_002299125.1
U_65507	UBA665	GCA_002299835.1
U_65508	UBA7966	GCA_003485715.1
U_65515	UBA670	GCA_002299185.1
U_65517	UBA7970	GCA_003500965.1
U_65518	UBA7971	GCA_003500775.1
U_65519	UBA671	GCA_002299145.1
U_65524	UBA674	GCA_002298335.1
U_65525	UBA7973	GCA_003500955.1
U_65526	UBA7974	None
U_65529	UBA4	GCA_002497985.1
U_65530	UBA7977	GCA_003500945.1
U_65532	UBA7978	None
U_65538	UBA681	GCA_002298325.1
U_65539	UBA682	GCA_002297705.1
U_65541	UBA7980	None
U_65548	UBA683	GCA_002298295.1
U_65550	UBA7987	GCA_003521435.1
U_65553	UBA7990	None
U_65557	UBA687	GCA_002298265.1
U_65559	UBA7992	None
U_65562	UBA691	GCA_002298205.1
U_65564	UBA5	GCA_002505485.1
U_65572	UBA696	GCA_002298995.1
U_65574	UBA698	GCA_002298925.1
U_65577	UBA700	GCA_002298885.1
U_65578	UBA701	GCA_002298125.1
U_65585	UBA707	GCA_002298105.1
U_65592	UBA708	GCA_002297595.1
U_65601	UBA715	GCA_002298065.1
U_65603	UBA716	GCA_002297555.1
U_65618	UBA13	GCA_002495945.1
U_65619	UBA722	GCA_002298755.1
U_65622	UBA724	GCA_002297465.1
U_65628	UBA15	GCA_002495405.1
U_65629	UBA728	GCA_002298725.1
U_65630	UBA729	GCA_002297985.1
U_65631	UBA8012	GCA_003517325.1
U_65638	UBA733	GCA_002297925.1
U_65640	UBA8016	None
U_65646	UBA738	GCA_002297905.1
U_65655	UBA8020	GCA_003506175.1
U_65657	UBA747	GCA_002297355.1
U_65662	UBA752	GCA_002297825.1
U_65669	UBA756	GCA_002298515.1
U_65670	UBA757	GCA_002298485.1
U_65680	UBA765	GCA_002298445.1
U_65683	UBA8026	GCA_003522205.1
U_65698	UBA779	GCA_002296745.1
U_65699	UBA780	GCA_002297115.1
U_65701	UBA782	GCA_002296455.1
U_65712	UBA8033	GCA_003532815.1
U_65714	UBA788	GCA_002297015.1
U_65720	UBA793	GCA_002296705.1
U_65726	UBA8039	GCA_003518335.1
U_65727	UBA8040	GCA_003527555.1
U_65729	UBA8041	None
U_65730	UBA797	GCA_002296945.1
U_65731	UBA8042	GCA_003527725.1
U_65736	UBA801	GCA_002296655.1
U_65738	UBA803	GCA_002296385.1
U_65739	UBA8044	None
U_65740	UBA804	GCA_002296355.1
U_65751	UBA8054	GCA_003525355.1
U_65756	UBA8057	GCA_003525385.1
U_65758	UBA8059	GCA_003533345.1
U_65760	UBA8061	GCA_003506325.1
U_65763	UBA8064	GCA_003522445.1
U_65764	UBA8065	GCA_003503775.1
U_65766	UBA8067	None
U_65778	UBA18	GCA_002495165.1
U_65785	UBA816	GCA_002296815.1
U_65789	UBA819	GCA_002296255.1
U_65792	UBA821	GCA_002296205.1
U_65798	UBA826	GCA_002295675.1
U_65799	UBA22	GCA_002506405.1
U_65800	UBA827	GCA_002295665.1
U_65803	UBA829	GCA_002295625.1
U_65807	UBA832	GCA_002296125.1
U_65809	UBA8078	None
U_65814	UBA835	GCA_002296085.1
U_65815	UBA8080	GCA_003447095.1
U_65816	UBA836	GCA_002296055.1
U_65823	UBA840	GCA_002295565.1
U_65833	UBA850	GCA_002295445.1
U_65837	UBA27	GCA_002501615.1
U_65839	UBA853	GCA_002295895.1
U_65841	UBA855	GCA_002295855.1
U_65848	UBA860	GCA_002295795.1
U_65858	UBA866	GCA_002295325.1
U_65865	UBA31	GCA_002501975.1
U_65868	UBA868	GCA_002295285.1
U_65875	UBA873	GCA_002295745.1
U_65880	UBA32	GCA_002507205.1
U_65882	UBA8099	None
U_65883	UBA877	GCA_002294405.1
U_65889	UBA8100	GCA_003545575.1
U_65890	UBA882	GCA_002294265.1
U_65891	UBA883	GCA_002294295.1
U_65894	UBA884	GCA_002294645.1
U_65898	UBA8105	None
U_65900	UBA887	GCA_002295045.1
U_65902	UBA889	GCA_002294185.1
U_65903	UBA890	GCA_002295025.1
U_65904	UBA8106	GCA_003509065.1
U_65905	UBA891	GCA_002294145.1
U_65907	UBA892	GCA_002294615.1
U_65917	UBA896	GCA_002294105.1
U_65927	UBA902	GCA_002294065.1
U_65930	UBA904	GCA_002294535.1
U_65932	UBA906	GCA_002294475.1
U_65943	UBA8122	None
U_65951	UBA914	GCA_002293915.1
U_65957	UBA920	GCA_002293795.1
U_65958	UBA921	GCA_002293775.1
U_65962	UBA925	GCA_002293705.1
U_65964	UBA927	GCA_002293715.1
U_65967	UBA930	GCA_002293605.1
U_65970	UBA8129	GCA_003517915.1
U_65971	UBA931	GCA_002293615.1
U_65973	UBA932	GCA_002293585.1
U_65976	UBA934	GCA_002293535.1
U_65984	UBA942	GCA_002293385.1
U_65987	UBA944	GCA_002293375.1
U_65990	UBA8133	GCA_003509805.1
U_65991	UBA947	GCA_002293275.1
U_65993	UBA949	GCA_002293245.1
U_65996	UBA950	GCA_002293225.1
U_65998	UBA951	GCA_002293205.1
U_66000	UBA953	GCA_002293125.1
U_66001	UBA954	GCA_002293155.1
U_66003	UBA955	GCA_002293105.1
U_66007	UBA959	GCA_002293025.1
U_66009	UBA961	GCA_002293005.1
U_66010	UBA962	GCA_002292975.1
U_66011	UBA963	GCA_002292955.1
U_66027	UBA974	GCA_002292405.1
U_66035	UBA37	GCA_002498945.1
U_66038	UBA982	GCA_002292245.1
U_66043	UBA986	GCA_002292165.1
U_66044	UBA987	GCA_002292105.1
U_66046	UBA8147	GCA_003483235.1
U_66048	UBA8148	GCA_003483285.1
U_66050	UBA989	GCA_002292135.1
U_66051	UBA990	GCA_002292125.1
U_66055	UBA8151	GCA_003449435.1
U_66057	UBA8152	None
U_66059	UBA8153	GCA_003449495.1
U_66065	UBA8155	GCA_003449515.1
U_66066	UBA999	GCA_002291895.1
U_66068	UBA1001	GCA_002291875.1
U_66073	UBA38	GCA_002498215.1
U_66078	UBA1003	GCA_002291795.1
U_66080	UBA1005	GCA_002291765.1
U_66086	UBA1009	GCA_002291675.1
U_66087	UBA1010	GCA_002291655.1
U_66089	UBA8165	GCA_003499355.1
U_66096	UBA8169	None
U_66098	UBA1013	GCA_002291595.1
U_66101	UBA1014	GCA_002291585.1
U_66109	UBA41	GCA_002495045.1
U_66111	UBA8178	None
U_66112	UBA8179	None
U_66119	UBA1021	GCA_002304675.1
U_66122	UBA43	GCA_002494845.1
U_66124	UBA44	GCA_002494885.1
U_66128	UBA1027	GCA_002316995.1
U_66135	UBA1032	GCA_002316885.1
U_66139	UBA1036	GCA_002316805.1
U_66140	UBA46	GCA_002508825.1
U_66142	UBA1038	GCA_002316765.1
U_66143	UBA1039	GCA_002316755.1
U_66149	UBA1044	GCA_002316655.1
U_66151	UBA1046	GCA_002316595.1
U_66162	UBA1050	GCA_002316545.1
U_66165	UBA8192	GCA_003527175.1
U_66167	UBA1053	GCA_002316465.1
U_66170	UBA1056	GCA_002316385.1
U_66171	UBA8194	None
U_66173	UBA1058	GCA_002316375.1
U_66175	UBA1060	GCA_002316305.1
U_66176	UBA1061	GCA_002316315.1
U_66177	UBA8195	GCA_003499715.1
U_66178	UBA1062	GCA_002316295.1
U_66182	UBA1063	GCA_002316275.1
U_66185	UBA8198	GCA_003526815.1
U_66186	UBA1066	GCA_002316215.1
U_66188	UBA8200	GCA_003522805.1
U_66193	UBA1067	GCA_002316185.1
U_66196	UBA1070	GCA_002316135.1
U_66198	UBA1071	GCA_002316095.1
U_66199	UBA1072	GCA_002316105.1
U_66205	UBA1077	GCA_002314195.1
U_66206	UBA1078	GCA_002313845.1
U_66207	UBA1079	GCA_002313825.1
U_66214	UBA8207	GCA_003521545.1
U_66216	UBA1086	GCA_002313695.1
U_66221	UBA49	GCA_002504925.1
U_66228	UBA8208	None
U_66235	UBA1100	GCA_002313555.1
U_66238	UBA8210	GCA_003538845.1
U_66240	UBA8212	GCA_003538835.1
U_66241	UBA1102	GCA_002313495.1
U_66245	UBA1106	GCA_002314035.1
U_66252	UBA8214	GCA_003537695.1
U_66256	UBA8218	GCA_003538895.1
U_66261	UBA8221	None
U_66267	UBA8223	GCA_003535655.1
U_66269	UBA8225	None
U_66273	UBA8227	GCA_003545415.1
U_66275	UBA1119	GCA_002313255.1
U_66280	UBA1122	GCA_002313245.1
U_66284	UBA1124	GCA_002313265.1
U_66285	UBA1125	GCA_002313235.1
U_66287	UBA8232	None
U_66288	UBA1127	GCA_002311595.1
U_66293	UBA8235	GCA_003527895.1
U_66297	UBA1133	GCA_002311495.1
U_66309	UBA57	GCA_002494565.1
U_66313	UBA1139	GCA_002311395.1
U_66320	UBA1143	GCA_002311375.1
U_66321	UBA8245	GCA_003504985.1
U_66322	UBA8246	GCA_003505015.1
U_66323	UBA1144	GCA_002311855.1
U_66326	UBA59	GCA_002505495.1
U_66327	UBA8247	GCA_003505075.1
U_66329	UBA1148	GCA_002311835.1
U_66334	UBA1151	GCA_002311865.1
U_66343	UBA8249	None
U_66344	UBA8250	GCA_003489945.1
U_66347	UBA8253	None
U_66350	UBA8256	None
U_66354	UBA1161	GCA_002311745.1
U_66357	UBA1163	GCA_002311635.1
U_66358	UBA8259	None
U_66363	UBA8263	GCA_003513345.1
U_66366	UBA8266	GCA_003512415.1
U_66368	UBA1166	GCA_002311075.1
U_66374	UBA8269	GCA_003513295.1
U_66375	UBA8270	None
U_66380	UBA8273	None
U_66394	UBA8287	GCA_003487105.1
U_66396	UBA8289	None
U_66400	UBA1172	GCA_002311005.1
U_66403	UBA8295	None
U_66405	UBA1173	GCA_002311655.1
U_66408	UBA1176	GCA_002311645.1
U_66412	UBA1180	GCA_002310195.1
U_66413	UBA1181	GCA_002310215.1
U_66417	UBA1184	GCA_002310235.1
U_66423	UBA1190	GCA_002310115.1
U_66426	UBA1193	GCA_002310155.1
U_66434	UBA1201	GCA_002309675.1
U_66441	UBA1207	GCA_002309975.1
U_66442	UBA1208	GCA_002309955.1
U_66450	UBA1215	GCA_002309475.1
U_66452	UBA1217	GCA_002309335.1
U_66457	UBA1222	GCA_002309415.1
U_66460	UBA1225	GCA_002309345.1
U_66482	UBA1245	GCA_002308275.1
U_66483	UBA1246	GCA_002308315.1
U_66493	UBA1255	GCA_002308795.1
U_66494	UBA1256	GCA_002308195.1
U_66497	UBA1259	GCA_002308755.1
U_66498	UBA1260	GCA_002308155.1
U_66500	UBA1262	GCA_002308215.1
U_66504	UBA1264	GCA_002308175.1
U_66506	UBA8305	None
U_66508	UBA8306	None
U_66513	UBA8309	GCA_003516505.1
U_66525	UBA8318	GCA_003512685.1
U_66527	UBA1272	GCA_002308035.1
U_66528	UBA1273	GCA_002308835.1
U_66538	UBA1275	GCA_002308665.1
U_66542	UBA8326	GCA_003523905.1
U_66544	UBA1279	GCA_002308375.1
U_66545	UBA1280	GCA_002308345.1
U_66551	UBA8333	GCA_003506925.1
U_66552	UBA1281	GCA_002308095.1
U_66561	UBA8340	GCA_003501325.1
U_66563	UBA8342	None
U_66565	UBA1285	GCA_002308015.1
U_66568	UBA1288	GCA_002308695.1
U_66572	UBA1292	GCA_002307875.1
U_66573	UBA1293	GCA_002307955.1
U_66578	UBA1297	GCA_002307755.1
U_66579	UBA1298	GCA_002307825.1
U_66589	UBA1304	GCA_002307295.1
U_66590	UBA1305	GCA_002307275.1
U_66594	UBA8347	GCA_003501335.1
U_66600	UBA1314	GCA_002307095.1
U_66601	UBA65	GCA_002497865.1
U_66605	UBA8348	GCA_003501385.1
U_66623	UBA8362	GCA_003482455.1
U_66625	UBA8364	GCA_003482545.1
U_66628	UBA67	GCA_002496675.1
U_66631	UBA1324	GCA_002306905.1
U_66637	UBA1330	GCA_002306775.1
U_66639	UBA1332	GCA_002306745.1
U_66640	UBA8366	GCA_003482525.1
U_66642	UBA1334	GCA_002306695.1
U_66644	UBA69	GCA_002499745.1
U_66649	UBA8367	GCA_003482505.1
U_66650	UBA1339	GCA_002306585.1
U_66652	UBA8369	None
U_66656	UBA8373	None
U_66660	UBA8377	GCA_003455535.1
U_66661	UBA8378	GCA_003456515.1
U_66667	UBA1342	GCA_002306535.1
U_66669	UBA8382	GCA_003483425.1
U_66678	UBA1351	GCA_002306235.1
U_66683	UBA1356	GCA_002306135.1
U_66686	UBA1358	GCA_002306075.1
U_66687	UBA70	GCA_002502475.1
U_66690	UBA1361	GCA_002306335.1
U_66691	UBA1362	GCA_002306085.1
U_66695	UBA1365	GCA_002306015.1
U_66698	UBA72	GCA_002509405.1
U_66702	UBA1371	GCA_002305915.1
U_66704	UBA1373	GCA_002305955.1
U_66705	UBA1374	GCA_002305545.1
U_66714	UBA1383	GCA_002305415.1
U_66715	UBA73	GCA_002496015.1
U_66716	UBA1384	GCA_002305395.1
U_66727	UBA1391	GCA_002305265.1
U_66732	UBA1396	GCA_002305195.1
U_66733	UBA1397	GCA_002305205.1
U_66742	UBA1405	GCA_002305685.1
U_66758	UBA1420	GCA_002304845.1
U_66760	UBA1422	GCA_002304835.1
U_66762	UBA1424	GCA_002329705.1
U_66765	UBA1427	GCA_002329485.1
U_66766	UBA78	GCA_002503545.1
U_66767	UBA1428	GCA_002329335.1
U_66770	UBA1430	GCA_002329465.1
U_66771	UBA1431	GCA_002329665.1
U_66774	UBA80	GCA_002505805.1
U_66775	UBA1434	GCA_002329645.1
U_66783	UBA81	GCA_002496135.1
U_66793	UBA8389	GCA_003506275.1
U_66795	UBA1449	GCA_002335355.1
U_66799	UBA8394	None
U_66803	UBA8398	None
U_66820	UBA8404	GCA_003449555.1
U_66822	UBA1462	GCA_002325695.1
U_66826	UBA8406	None
U_66828	UBA8408	None
U_66830	UBA8410	None
U_66832	UBA1465	GCA_002325645.1
U_66833	UBA1466	GCA_002325605.1
U_66837	UBA8415	None
U_66846	UBA1470	GCA_002325525.1
U_66851	UBA8422	GCA_003482985.1
U_66852	UBA8423	GCA_003448495.1
U_66853	UBA8424	GCA_003448435.1
U_66858	UBA1478	GCA_002325405.1
U_66867	UBA1486	GCA_002325215.1
U_66869	UBA8427	None
U_66873	UBA1489	GCA_002325185.1
U_66879	UBA1492	GCA_002325105.1
U_66885	UBA1497	GCA_002324955.1
U_66893	UBA1503	GCA_002324035.1
U_66894	UBA8435	GCA_003450255.1
U_66905	UBA1508	GCA_002323585.1
U_66912	UBA8442	GCA_003526805.1
U_66913	UBA8443	None
U_66914	UBA1512	GCA_002323965.1
U_66917	UBA1514	GCA_002323515.1
U_66922	UBA8448	GCA_003527205.1
U_66924	UBA8449	GCA_003527285.1
U_66929	UBA8450	GCA_003531465.1
U_66932	UBA85	GCA_002496175.1
U_66938	UBA1524	GCA_002323365.1
U_66956	UBA8459	GCA_003500835.1
U_66958	UBA8460	None
U_66966	UBA1535	GCA_002323775.1
U_66973	UBA1540	GCA_002323175.1
U_66979	UBA1545	GCA_002323075.1
U_66986	UBA1551	GCA_002323085.1
U_66993	UBA1557	GCA_002322575.1
U_66994	UBA1558	GCA_002322975.1
U_66998	UBA1561	GCA_002322515.1
U_67001	UBA96	GCA_002499375.1
U_67003	UBA1564	GCA_002322935.1
U_67004	UBA1565	GCA_002322475.1
U_67008	UBA8469	None
U_67011	UBA8471	None
U_67016	UBA1570	GCA_002322375.1
U_67023	UBA8478	None
U_67025	UBA8480	None
U_67028	UBA1574	GCA_002322895.1
U_67037	UBA1581	GCA_002322825.1
U_67047	UBA8493	GCA_003516745.1
U_67051	UBA8497	GCA_003516715.1
U_67055	UBA8501	GCA_003538625.1
U_67057	UBA8503	GCA_003538615.1
U_67060	UBA8506	GCA_003455215.1
U_67068	UBA8514	GCA_003543235.1
U_67079	UBA8525	GCA_003531225.1
U_67081	UBA8527	None
U_67083	UBA8529	GCA_003531155.1
U_67088	UBA8534	None
U_67089	UBA8535	None
U_67093	UBA1586	GCA_002322135.1
U_67094	UBA1587	GCA_002322815.1
U_67099	UBA8537	GCA_003535535.1
U_67101	UBA1592	GCA_002322055.1
U_67105	UBA1595	GCA_002322775.1
U_67106	UBA1596	GCA_002322745.1
U_67107	UBA1597	GCA_002322735.1
U_67119	UBA1604	GCA_002321705.1
U_67122	UBA1605	GCA_002321645.1
U_67124	UBA8547	GCA_003454695.1
U_67129	UBA8551	None
U_67141	UBA1611	GCA_002321855.1
U_67144	UBA8560	None
U_67145	UBA8561	GCA_003513625.1
U_67152	UBA8565	GCA_003482575.1
U_67154	UBA1614	GCA_002321575.1
U_67162	UBA8572	GCA_003457235.1
U_67173	UBA1619	GCA_002321475.1
U_67175	UBA1621	GCA_002321485.1
U_67178	UBA1624	GCA_002321395.1
U_67180	UBA1626	GCA_002321355.1
U_67182	UBA1628	GCA_002321335.1
U_67187	UBA1633	GCA_002321235.1
U_67188	UBA1634	GCA_002321205.1
U_67190	UBA8580	GCA_003501485.1
U_67192	UBA8582	None
U_67196	UBA1639	GCA_002321775.1
U_67206	UBA8584	GCA_003529265.1
U_67208	UBA1649	GCA_002321025.1
U_67210	UBA1651	GCA_002320995.1
U_67213	UBA1654	GCA_002320935.1
U_67215	UBA1655	GCA_002320905.1
U_67216	UBA1656	GCA_002320895.1
U_67217	UBA1657	GCA_002320875.1
U_67218	UBA101	GCA_002495925.1
U_67220	UBA1658	GCA_002320855.1
U_67221	UBA1659	GCA_002320825.1
U_67222	UBA1660	GCA_002320815.1
U_67229	UBA8588	GCA_003501545.1
U_67237	UBA107	GCA_002504805.1
U_67238	UBA108	GCA_002504045.1
U_67241	UBA8592	GCA_003486125.1
U_67245	UBA1667	GCA_002320735.1
U_67249	UBA1670	GCA_002320395.1
U_67251	UBA8596	GCA_003486185.1
U_67252	UBA8597	GCA_003486205.1
U_67254	UBA1671	GCA_002320695.1
U_67257	UBA8598	None
U_67260	UBA1675	GCA_002320355.1
U_67270	UBA1679	GCA_002320655.1
U_67273	UBA1682	GCA_002320285.1
U_67275	UBA1684	GCA_002320205.1
U_67279	UBA1688	GCA_002320175.1
U_67285	UBA1694	GCA_002319955.1
U_67286	UBA1695	GCA_002320565.1
U_67287	UBA1696	GCA_002319965.1
U_67297	UBA1705	GCA_002317385.1
U_67302	UBA8607	GCA_003486035.1
U_67307	UBA1713	GCA_002317305.1
U_67312	UBA1718	GCA_002317245.1
U_67314	UBA1720	GCA_002317475.1
U_67315	UBA1721	GCA_002317155.1
U_67318	UBA1724	GCA_002315885.1
U_67323	UBA1729	GCA_002315945.1
U_67324	UBA1730	GCA_002315935.1
U_67325	UBA1731	GCA_002317575.1
U_67326	UBA1732	GCA_002315855.1
U_67331	UBA1736	GCA_002315825.1
U_67334	UBA1738	GCA_002315735.1
U_67344	UBA1747	GCA_002315375.1
U_67356	UBA1759	GCA_002315555.1
U_67358	UBA1761	GCA_002315565.1
U_67361	UBA1764	GCA_002315535.1
U_67362	UBA1765	GCA_002314675.1
U_67363	UBA1766	GCA_002314715.1
U_67368	UBA1771	GCA_002315315.1
U_67373	UBA1776	GCA_002314605.1
U_67381	UBA1782	GCA_002315475.1
U_67384	UBA1785	GCA_002314555.1
U_67386	UBA1787	GCA_002315195.1
U_67393	UBA8615	None
U_67397	UBA1791	GCA_002314455.1
U_67403	UBA8620	GCA_003506895.1
U_67404	UBA8621	GCA_003527375.1
U_67405	UBA1796	GCA_002319795.1
U_67406	UBA1797	GCA_002319885.1
U_67415	UBA8625	None
U_67419	UBA1805	GCA_002317605.1
U_67422	UBA8627	None
U_67426	UBA1809	GCA_002314395.1
